643;2,2,44
644;2,2,44
645;2,2,44
646;2,2,44
647;2,2,44
648;2,2,55
649;45,2,45
650;2,2,44
651;2,2,44
652;2,2,44
653;2,2,44
654;2,2
655;37,29,37,56
656;2,2,44
657;2,2
658;2,2,44
659;2,2
660;2,2,44
661;2,2,58
662;2,2,44
663;2,2,44
664;2,2,44
665;2,2,44
666;45,2,45
667;2,2,44
668;2,2,44
669;2,2,44
670;2,2,44
671;2,2,44
672;2,2,56
673;2,2,54,59
674;2,2,44
675;2,2,34
676;2,2
677;52,2
678;2,2
679;2,2,44
680;2,2,59
681;2
682;2,2,44
683;41,2
684;2
685;2,2,61
686;48,2,48
687;2,2,44
688;2,2,44
689;50,2,50
690;2,2
691;2,2,62
692;2,2,63
693;45,2,45
694;50,2,50
695;2,2,55
696;45,2,45
697;50,2,50
698;45,2,45
699;50,2,50
700;2,2,49
701;45,2,45
702;2,2,49,64
703;2,2,45
704;2,2,49
705;2,2
706;2,2,64
707;45,2,45
708;2,2,50
709;2,2,49,64
710;50,2,50
711;48,2,48
712;50,2,50
713;2,2
714;2,2,65
715;2,2
716;2,2
717;2,2
718;52,2
719;41,2
720;2,2
721;41,2
722;41,2
723;52,2
724;48,2,48
725;52,2
726;41,2
727;52,2
728;52,2
729;66,2
730;52,2
731;52,2,30
732;2,2
733;66,2
734;52,2
735;2,2,67
736;41,2
737;41,2
738;52,2
739;2,2
740;52,2
741;2,2
742;2,2
743;68,29,37,68
744;43,2
745;41,2
746;52,2
747;52,2
748;52,2
749;2,2
750;52,2
751;41,2
752;66,2,30,72
753;52,2
754;52,2
755;41,2
756;67,2,67
757;66,2
758;72,2
759;52,2
760;52,2
761;2,2
762;52,2
763;74,2,74
764;2,2
765;52,2,45
766;45,2,45
767;52,2
768;74,2,74
769;52,2
770;52,2
771;52,2
772;52,2
773;52,2
774;45,2,45
775;52,2
776;52,2
777;2,2
778;52,2
779;41,2
780;76,2,76
781;76,2,76
782;52,2
783;52,2
784;52,2
785;41,2
786;68,2,68
787;52,2,45
788;52,2
789;52,2
790;52,2
791;48,2,48
792;52,2
793;52,2
794;52,2
795;52,2
796;52,2
797;52,2
798;45,2,45
799;52,2
800;52,2
801;52,2,45
802;41,2
803;68,2,68
804;52,2
805;52,2
806;52,2
807;52,2
808;52,2
809;52,2
810;52,2
811;52,2
812;41,2
813;52,2
814;52,2
815;52,2
816;52,2
817;52,2
818;52,2
819;2,2,77
820;78,2,51,77
821;78,2,45,78
822;78,2,45,78
823;78,2,78
824;52,2
825;52,2
826;52,2
827;67,2,67
